OBJECTID;PAR_ID;PAR_NUM;Shape_Length;Shape_Area;geometry;OWNER;Freguesia;Municipio;Ilha
25;7352221.0;3,00E+12;478.6466301339602;6557.360305845194;MULTIPOLYGON (((298937.5181999998 3620637.6411000006, 298964.4687000001 3620662.3740999997, 298978.8685999997 3620659.7741, 298988.86849999987 3620657.7741, 299002.2684000004 3620649.9740999993, 299006.72009999957 3620637.3610999994, 299004.01999999955 3620621.24, 298998.3200000003 3620615.539999999, 298981.1200000001 3620598.84, 298982.9199999999 3620593.84, 298987.51999999955 3620593.9399999995, 298987.55510000046 3620593.9477999993, 298988.7076000003 3620592.6761000007, 298989.80840000045 3620592.0645000003, 298993.35929999966 3620590.801999999, 299000.6683 3620589.9745000005, 299018.8682000004 3620588.5745, 299030.07469999976 3620586.747300001, 299037.2681 3620585.5745, 299079.6677000001 3620561.3746000007, 299068.26779999956 3620546.5746999998, 299040.66789999977 3620517.9749, 299033.26800000016 3620519.174900001, 299025.46800000034 3620530.174900001, 299022.2681 3620540.174799999, 299015.2681999998 3620553.3748000003, 299006.85869999975 3620564.2136000004, 299006.8682000004 3620564.9747, 299004.9380000001 3620567.6352999993, 299001.78079999983 3620567.1761000007, 298997.55420000013 3620566.5613, 298996.71999999974 3620566.4399999995, 298996.15589999966 3620568.2262999993, 298995.4581000004 3620570.4361000005, 298993.26680000033 3620577.3751999997, 298988.5225999998 3620579.058599999, 298988.2684000004 3620579.3746000007, 298975.3644000003 3620591.887599999, 298975.06159999967 3620591.6399000008, 298963.47860000003 3620603.7245000005, 298952.9354999997 3620613.1251999997, 298953.1200000001 3620613.84, 298934.3200000003 3620634.24, 298937.51999999955 3620637.6400000006, 298937.5181999998 3620637.6411000006)));92;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
26;16321152.0;3,00E+12;239.73971153394393;2833.13348334283;MULTIPOLYGON (((298999.7313000001 3620811.1034999993, 299009.5991000002 3620816.4400999993, 299010.0739000002 3620815.6834999993, 299015.44799999986 3620813.1545, 299015.4587000003 3620813.1730000004, 299015.5248999996 3620813.1183, 299016.2587000001 3620812.773, 299017.3219999997 3620811.6338, 299024.65859999973 3620805.573000001, 299032.25850000046 3620793.973099999, 299040.6584000001 3620777.5732000005, 299041.7468999997 3620773.0833, 299043.85840000026 3620764.373299999, 299045.85840000026 3620751.1733999997, 299044.81429999974 3620751.0615, 299035.4583999999 3620746.7733999994, 299034.9501 3620746.8664999995, 299032.3383999998 3620752.5734, 299028.49849999975 3620763.6132999994, 299026.55950000044 3620766.974300001, 298995.3847000003 3620753.9011000004, 298995.42250000034 3620753.7269, 298990.48869999964 3620751.840500001, 298985.45880000014 3620771.5733000003, 298979.85890000034 3620786.373299999, 298974.2588999998 3620795.973200001, 298978.4441999998 3620797.717, 298978.24230000004 3620798.0671999995, 298999.7977999998 3620811.000499999, 298999.7313000001 3620811.1034999993)));62;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
27;19639329.0;3,00E+12;621.1729679022109;11110.796993108659;MULTIPOLYGON (((299111.51939999964 3621240.9208000004, 299115.6699999999 3621255.6400000006, 299132.46999999974 3621256.84, 299127.6699999999 3621233.6400000006, 299118.93539999984 3621196.9546000008, 299113.6699999999 3621174.84, 299108.46999999974 3621140.84, 299110.0700000003 3621130.4399999995, 299101.26999999955 3621098.4399999995, 299088.05140000023 3621100.2759000007, 299083.87009999994 3621062.8902000003, 299083.6330000004 3621060.7709999997, 299083.58160000015 3621060.3111000005, 299083.9587000003 3621059.6711999997, 299079.15869999956 3621040.4713000003, 299029.8233000003 3621046.6088999994, 299016.4590999996 3621048.271400001, 299020.0591000002 3621058.1712999996, 299026.9590999996 3621061.771299999, 299028.1029000003 3621062.594799999, 299027.2090999996 3621062.6712999996, 299027.98029999994 3621066.4845000003, 299032.6091 3621089.371099999, 299037.1091 3621096.5710000005, 299042.5091000004 3621105.2709999997, 299049.1013000002 3621127.0758999996, 299050.3091000002 3621131.070800001, 299051.74569999985 3621147.160700001, 299055.1091 3621147.160700001, 299058.4791000001 3621148.2807, 299059.30709999986 3621149.530099999, 299064.1791000003 3621161.9805999994, 299068.07909999974 3621173.9804999996, 299071.67899999954 3621179.680400001, 299074.3789999997 3621185.3804, 299071.8471999997 3621190.444, 299071.7291000001 3621190.4703, 299067.6590999998 3621191.3903, 299055.34920000006 3621194.7204, 299054.4601999996 3621194.964400001, 299052.47919999994 3621209.680299999, 299053.97919999994 3621219.280200001, 299057.57919999957 3621222.280200001, 299076.1791000003 3621214.780200001, 299076.9950000001 3621214.7042999994, 299081.2991000004 3621237.1099999994, 299086.69909999985 3621235.1099999994, 299095.5789999999 3621236.17, 299097.73900000006 3621242.8899000008, 299109.17729999963 3621240.9475999996, 299109.47890000045 3621241.1799, 299109.5736999996 3621241.1679, 299111.51939999964 3621240.9208000004)));99;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
28;7350385.0;2,99E+12;93.02994750298541;412.80008793103474;MULTIPOLYGON (((298045.2405000003 3621899.2737000007, 298045.41000000015 3621898.9800000004, 298053.5736999996 3621904.136, 298055.75490000006 3621899.5008000005, 298056.27880000044 3621899.8424999993, 298058.3872999996 3621901.217599999, 298058.43200000003 3621900.9581000004, 298058.4753999999 3621900.9821000006, 298059.36110000033 3621901.4715, 298060.83719999995 3621902.2873, 298065.30730000045 3621904.7576, 298066.07270000037 3621903.6976999994, 298067.90720000025 3621901.1576000005, 298068.1704000002 3621900.210000001, 298068.25 3621900.210000001, 298069.2000000002 3621897.76, 298070.10720000044 3621893.9734000005, 298070.3499999996 3621892.960000001, 298070.3499999996 3621890.6099999994, 298070.0909000002 3621888.9690000005, 298070.10720000044 3621888.7577, 298070.05709999986 3621888.7552000005, 298070.0499999998 3621888.710000001, 298066.5 3621888.210000001, 298060.7999999998 3621887.26, 298054.75 3621886.26, 298047.00490000006 3621887.034499999, 298046.4230000004 3621886.9514000006, 298046.10730000027 3621886.7577, 298041.1074000001 3621886.7577, 298040.29399999976 3621888.452299999, 298038.7073999997 3621891.7577, 298042.7073999997 3621893.3477, 298042.8172000004 3621893.4925999995, 298042.2873999998 3621893.1976999994, 298040.5946000004 3621897.1108999997, 298045.2405000003 3621899.2737000007)));61;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
29;7350490.0;2,99E+12;99.58569488599258;352.0234128662362;MULTIPOLYGON (((298167.9626000002 3621879.2426999994, 298170.05989999976 3621876.1582999993, 298171.2801000001 3621875.8091, 298171.28220000025 3621875.8100000005, 298175.8016999997 3621877.9464999996, 298175.87849999964 3621877.8025, 298175.93649999984 3621877.8575, 298176.22229999956 3621877.6022999994, 298181.94990000036 3621872.488399999, 298183.2715999996 3621871.3082, 298172.0778999999 3621858.0615, 298174.2932000002 3621858.5952000003, 298176.5853000004 3621861.3214999996, 298177.93709999975 3621859.9176000003, 298178.94269999955 3621858.873400001, 298179.14389999956 3621858.6645, 298179.5164000001 3621858.2775999997, 298176.9502999997 3621856.0582999997, 298176.95490000024 3621856.0538999997, 298172.93259999994 3621851.3157, 298172.2363999998 3621851.547700001, 298171.7564000003 3621851.2377000004, 298165.2165000001 3621855.137700001, 298164.5264999997 3621855.467700001, 298164.5706000002 3621856.4779000003, 298164.6048999997 3621856.4981999993, 298167.7440999998 3621857.0394, 298163.0959999999 3621868.1878999993, 298161.9210000001 3621877.755999999, 298161.8395999996 3621878.418400001, 298167.9626000002 3621879.2426999994)));25;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
30;7350514.0;2,99E+12;66.33952045535358;193.53539243293184;MULTIPOLYGON (((298193.62239999976 3621864.2140999995, 298194.2150999997 3621863.8477, 298197.5963000003 3621861.7576, 298198.88269999996 3621859.6261, 298198.88999999966 3621859.630000001, 298198.8995000003 3621859.5983000007, 298198.9084999999 3621859.5834, 298198.9053999996 3621859.5788000003, 298199.04000000004 3621859.130000001, 298199.29000000004 3621858.9299999997, 298197.3872999996 3621856.5566000007, 298194.4400000004 3621852.880000001, 298193.9912999999 3621852.3521, 298193.0362999998 3621850.9476999994, 298193.2449000003 3621850.7979000006, 298194.4784000004 3621849.9124999996, 298194.25629999954 3621849.7577, 298193.5716000004 3621848.8181999996, 298193.5667000003 3621848.8115, 298193.56350000016 3621848.8071, 298193.58389999997 3621848.7927, 298193.58999999985 3621848.7799999993, 298193.6003999999 3621848.7808999997, 298194.58999999985 3621848.08, 298190.38999999966 3621842.4299999997, 298189.24980000034 3621843.030099999, 298189.2309999997 3621843.039999999, 298189.22750000004 3621843.0359000005, 298177.7977999998 3621848.4499999993, 298179.10639999993 3621849.1976999994, 298190.83210000023 3621859.0461, 298193.62239999976 3621864.2140999995)));71;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
31;7350589.0;2,99E+12;33.50016613040499;64.58074539653082;MULTIPOLYGON (((298207.0219999999 3621834.5041000005, 298197.5800000001 3621839.039999999, 298202.36209999956 3621845.3079000004, 298202.3799999999 3621845.24, 298202.23000000045 3621845.039999999, 298209.3273 3621840.150800001, 298207.41509999987 3621835.6929, 298207.50820000004 3621835.6588000003, 298207.0219999999 3621834.5041000005)));79;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
32;7350410.0;3,00E+12;279.2798586693778;3653.6737713194275;MULTIPOLYGON (((298850.2368000001 3621908.3991, 298850.27419999987 3621908.4488999993, 298850.6299999999 3621909.119999999, 298851.9299999997 3621911.5700000003, 298853.3799999999 3621911.7200000007, 298856.8799999999 3621910.9700000007, 298859.4299999997 3621911.0700000003, 298861.28000000026 3621912.42, 298866.48000000045 3621906.7200000007, 298865.68939999957 3621905.7213000003, 298879.6964999996 3621890.320800001, 298879.65359999985 3621890.2777999993, 298879.8417999996 3621890.126, 298880.8417999996 3621888.626, 298870.0917999996 3621873.8761, 298865.0917999996 3621866.3762, 298863.0917999996 3621861.3762, 298851.6535 3621848.1783000007, 298851.6900000004 3621848.130000001, 298849.4900000002 3621845.2799999993, 298846.38999999966 3621839.08, 298843.7400000002 3621833.33, 298837.08999999985 3621824.130000001, 298833.4900000002 3621822.880000001, 298830.9633999998 3621825.531300001, 298830.9620000003 3621825.5297999997, 298822.58999999985 3621834.33, 298821.38999999966 3621841.2799999993, 298816.63999999966 3621839.9800000004, 298817.13999999966 3621838.1799999997, 298808.9900000002 3621834.1799999997, 298802.83999999985 3621839.9299999997, 298794.4900000002 3621846.7300000004, 298803.5164999999 3621856.5372, 298803.9500000002 3621856.8599999994, 298808.9500000002 3621862.8599999994, 298810.7101999996 3621869.3727, 298811.1936999997 3621870.4848999996, 298812.34219999984 3621873.1262999997, 298812.2045 3621873.2640000004, 298813.0800000001 3621873.9700000007, 298815.6799999997 3621877.0700000003, 298817.6299999999 3621880.869999999, 298818.6495000003 3621884.2685000002, 298818.6606999999 3621884.276900001, 298819.8212000001 3621886.865700001, 298828.48000000045 3621884.2200000007, 298830.9299999997 3621894.0700000003, 298841.78000000026 3621896.17, 298844.03000000026 3621898.369999999, 298848.28000000026 3621904.67, 298850.2368000001 3621908.3991)));25;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
33;7344725.0;2,99E+12;109.7127429195171;541.4289818856341;MULTIPOLYGON (((298520.40330000035 3623158.251, 298520.98000000045 3623164.76, 298523.1799999997 3623179.76, 298544.358 3623176.1153999995, 298544.34250000026 3623176.0305000003, 298545.28000000026 3623175.8599999994, 298544.5800000001 3623169.960000001, 298543.6799999997 3623169.66, 298544.1157999998 3623168.5393000003, 298544.25349999964 3623168.1852, 298545.2655999996 3623165.582800001, 298545.39749999996 3623165.5835999995, 298545.97580000013 3623164.1621000003, 298544.4400000004 3623161.3100000005, 298547.83999999985 3623152.710000001, 298548.8901000004 3623152.01, 298547.2943000002 3623151.1964, 298540.3537999997 3623147.6581999995, 298535.3831000002 3623159.2808999997, 298534.7823999999 3623159.0029000007, 298531.8799999999 3623157.66, 298530.98000000045 3623159.3599999994, 298525.78000000026 3623157.8599999994, 298520.40330000035 3623158.251)));39;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
34;7345026.0;2,99E+12;197.7510184708957;1861.7817197726954;MULTIPOLYGON (((298670.784 3623069.7206999995, 298671.04000000004 3623069.5500000007, 298672.04000000004 3623068.5500000007, 298673.63999999966 3623066.1500000004, 298671.83999999985 3623057.1500000004, 298669.6476999996 3623056.8212, 298669.63999999966 3623056.75, 298665.5120000001 3623055.657299999, 298664.40380000044 3623043.618899999, 298661.4400000004 3623044.5, 298655.30929999985 3623046.148, 298654.0694000004 3623031.660599999, 298637.9940999998 3623033.7715000007, 298637.7619000003 3623043.9859999996, 298632.3839999996 3623044.8352000006, 298627.99990000017 3623045.5274, 298625.63999999966 3623045.9000000004, 298625.6440000003 3623046.0814999994, 298623.2400000002 3623046.3000000007, 298623.04000000004 3623054.3000000007, 298623.54000000004 3623058.1999999993, 298626.4413999999 3623069.225400001, 298626.54000000004 3623071, 298625.63999999966 3623073.3000000007, 298624.83999999985 3623079.1999999993, 298626.27190000005 3623079.0807000007, 298626.2400000002 3623079.4000000004, 298627.30730000045 3623079.2644999996, 298630.99569999985 3623078.7961, 298630.9912999999 3623078.9020000007, 298637.13999999966 3623078.0999999996, 298637.6233000001 3623082.772, 298638.4299999997 3623082.99, 298639.67069999967 3623089.725400001, 298658.3492999999 3623081.6679999996, 298658.3501000004 3623081.6779999994, 298667.3827999998 3623079.346999999, 298667.6799999997 3623079.210000001, 298667.1305999998 3623073.2412, 298670.83999999985 3623070.1500000004, 298670.784 3623069.7206999995)));33;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
35;9525465.0;2,99E+12;174.6267946273636;556.591747840187;MULTIPOLYGON (((298399.76999999955 3621238.2799999993, 298403.76999999955 3621244.2799999993, 298420.5700000003 3621231.4800000004, 298432.76999999955 3621225.08, 298432.88999999966 3621225.392000001, 298433.3384999996 3621224.7567, 298436.4453999996 3621227.957699999, 298437.48340000026 3621229.1514, 298437.5455 3621229.0911, 298439.6699999999 3621231.2799999993, 298439.68840000033 3621231.270199999, 298439.52410000004 3621231.0647, 298439.8934000004 3621230.781300001, 298465.9363000002 3621207.1917000003, 298465.5700000003 3621207.33, 298461.76999999955 3621202.5299999993, 298461.46999999974 3621201.83, 298450.3700000001 3621210.4299999997, 298442.76999999955 3621216.4299999997, 298441.0700000003 3621217.33, 298439.76999999955 3621215.33, 298437.0219999999 3621212.1097, 298428.5499999998 3621219.9000000004, 298414.8499999996 3621230.210000001, 298403.75 3621237.210000001, 298399.4829000002 3621238.3478999995, 298399.37119999994 3621238.4657000005, 298399.76999999955 3621238.2799999993)));96;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
36;9773879.0;3,01E+12;365.9680106076689;8201.83203731708;MULTIPOLYGON (((299955.1688000001 3623993.5296, 299988.02880000044 3624092.1088999994, 300000.42870000005 3624095.8289, 300043.8284 3624092.1087999996, 300054.9883000003 3624090.8687999994, 300050.0281999996 3624000.3494000006, 300048.78809999954 3623990.4295000006, 299955.1688000001 3623993.5296)));16;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
37;21839919.0;2,99E+12;89.50134235323488;217.54000002345072;MULTIPOLYGON (((298392.6500000004 3621232.9000000004, 298421.8499999996 3621208.9000000004, 298417.0499999998 3621202.6999999993, 298411.25 3621210.0999999996, 298401.6500000004 3621218.6999999993, 298389.0499999998 3621229.0999999996, 298392.6500000004 3621232.9000000004)));87;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
38;9558967.0;3,00E+12;177.28513371923768;1236.1024193266362;MULTIPOLYGON (((298939.5099999998 3621562.08, 298929.61000000034 3621534.4800000004, 298918.11000000034 3621507.58, 298917.77419999987 3621506.6593999993, 298910.91000000015 3621507.5470000003, 298910.91000000015 3621511.58, 298911.8099999996 3621518.7799999993, 298914.3099999996 3621528.9800000004, 298900.3099999996 3621536.2799999993, 298900.8099999996 3621540.7799999993, 298888.70999999996 3621550.4800000004, 298888.5099999998 3621551.4800000004, 298897.41000000015 3621554.380000001, 298903.20999999996 3621555.6799999997, 298921.20999999996 3621559.08, 298929.11000000034 3621560.58, 298939.5099999998 3621562.08)));60;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
